x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7
211.801,340.433,801.178,90.019,415.398,281.612,535.884,47.983,451.537,281.404,687.004,138.651,366.462,164.638
212.738,340.782,800.894,89.412,415.420,281.682,534.312,52.791,451.619,281.498,690.725,139.751,365.892,164.644
210.348,339.998,808.389,89.360,415.442,281.752,532.124,57.492,451.700,281.593,695.447,140.681,368.181,165.033
211.619,340.503,813.321,92.366,415.464,281.822,530.574,61.821,451.782,281.687,699.691,141.624,369.387,165.105
213.014,341.067,820.333,95.467,415.486,281.892,528.427,65.369,451.864,281.782,702.718,142.242,369.409,165.070
210.856,340.226,831.047,100.110,415.508,281.962,525.963,68.305,451.945,281.876,707.450,143.132,370.710,165.055
211.138,340.415,836.413,101.866,415.530,282.032,524.705,69.715,452.027,281.971,709.925,143.715,371.552,165.189
212.107,340.883,842.563,103.965,415.552,282.102,530.637,73.532,452.109,282.065,712.186,144.085,371.181,165.115
209.685,339.961,850.140,106.600,415.574,282.172,542.958,81.535,452.191,282.160,715.604,144.938,372.660,164.934
211.205,340.555,854.454,107.765,415.596,282.243,556.966,89.239,452.272,282.254,717.916,145.402,371.795,164.835
212.729,341.281,858.549,108.638,415.618,282.313,570.320,95.354,452.354,282.348,720.458,146.416,371.514,164.909
210.106,340.132,865.158,110.595,415.640,282.383,589.620,102.491,452.436,282.443,723.711,147.354,374.115,164.631
212.417,341.240,867.991,110.955,415.804,282.055,610.013,100.595,453.586,283.605,725.969,148.112,371.898,164.769
212.370,341.308,871.032,111.168,415.322,281.481,631.554,96.920,455.260,284.680,728.079,149.102,374.170,164.451
210.264,340.404,877.299,113.175,418.957,282.663,652.289,94.962,458.702,285.977,732.856,150.894,378.628,162.556
212.479,341.295,882.169,118.520,416.248,281.348,671.414,90.068,460.822,286.733,733.908,151.597,382.846,161.161
212.796,341.514,888.569,129.359,415.794,280.786,690.356,85.404,463.423,287.849,735.830,152.514,389.697,159.990
209.947,340.317,897.408,141.476,419.662,282.095,712.151,78.089,467.408,289.772,737.204,153.185,396.492,158.668
211.422,341.052,904.856,149.740,416.900,280.655,730.268,73.516,467.914,289.842,739.134,154.293,400.301,157.575
212.821,341.636,912.025,158.094,416.611,280.332,748.869,70.430,469.256,290.446,740.341,154.984,403.966,156.467
208.374,339.825,918.132,168.365,418.165,280.757,770.485,73.458,472.055,291.738,742.276,155.614,408.796,155.011
211.195,341.000,921.639,175.384,416.801,279.927,791.640,82.489,473.167,292.129,743.109,156.194,412.346,154.003
211.833,341.450,925.463,182.915,417.285,280.160,813.495,89.052,473.356,292.026,744.101,156.485,414.779,153.156
209.321,340.374,929.629,191.209,418.429,280.308,833.885,92.082,477.154,293.690,746.315,157.566,419.010,151.739
211.066,341.142,931.650,195.522,416.779,279.541,846.124,92.161,476.481,293.374,747.069,158.002,421.077,151.155
211.012,341.213,934.329,200.770,416.428,279.353,855.516,90.353,477.492,293.835,748.652,158.736,423.619,150.364
209.228,340.336,937.224,206.683,418.847,279.916,859.554,81.386,480.484,295.018,750.060,159.372,425.946,149.616
211.268,341.528,938.827,209.886,416.287,278.968,852.400,73.358,479.718,294.536,750.395,159.588,427.531,149.068
211.547,341.571,939.960,212.616,416.944,278.977,842.230,65.714,481.286,295.154,751.119,159.904,429.728,148.624
209.414,340.530,942.905,218.096,417.602,278.985,821.477,57.431,482.854,295.772,753.697,161.115,433.279,147.684
210.751,341.288,943.890,225.024,418.260,278.994,795.351,62.037,484.421,296.391,754.037,161.321,436.529,145.720
211.560,341.634,940.116,237.601,418.917,279.003,767.357,62.409,485.989,297.009,754.320,161.500,445.988,140.616
208.724,340.439,934.004,250.265,419.575,279.012,745.557,63.029,487.557,297.628,756.313,162.384,455.595,136.983
211.330,341.433,929.242,259.712,419.726,279.030,729.438,63.525,488.039,297.630,755.379,161.956,464.945,133.931
211.823,341.730,924.760,268.459,419.878,279.047,714.342,63.880,488.521,297.633,756.133,162.390,472.899,131.783
209.146,340.874,920.371,277.761,420.029,279.065,696.843,65.051,489.004,297.636,757.962,163.225,481.099,129.589
209.899,340.765,917.562,283.302,419.536,278.891,684.783,67.547,489.447,297.753,757.999,163.300,487.498,128.236
209.575,339.489,914.462,289.568,419.043,278.716,668.402,70.945,489.890,297.870,758.344,163.505,493.731,126.932
208.990,334.957,910.934,296.388,418.549,278.541,649.218,72.341,490.333,297.987,760.265,164.323,501.293,125.888
209.683,333.376,908.845,300.869,418.428,278.507,635.948,73.356,490.809,298.059,758.886,163.714,507.554,126.487
210.084,330.892,906.548,305.046,418.306,278.473,623.836,73.379,491.286,298.131,763.029,165.175,515.050,128.180
210.882,324.645,903.742,310.604,418.185,278.439,609.940,72.656,491.762,298.204,766.887,164.537,522.546,130.485
211.324,325.572,902.019,313.491,418.530,278.436,601.404,71.334,492.046,298.195,770.005,163.246,528.596,132.807
211.975,323.043,900.047,317.253,418.874,278.433,591.922,69.611,492.329,298.185,773.427,161.841,534.557,135.304
212.582,318.040,897.395,322.337,419.219,278.429,583.463,62.266,492.613,298.176,777.411,160.338,540.630,138.093
212.916,317.957,896.512,323.688,419.220,278.442,578.842,50.353,492.678,298.048,779.438,159.133,544.467,140.328
215.350,312.981,892.510,328.583,419.222,278.454,577.589,39.142,492.743,297.920,782.155,157.931,548.466,142.504
219.415,303.569,881.222,329.050,419.223,278.466,588.506,31.463,492.808,297.792,784.889,156.764,553.942,145.138
221.560,297.691,854.258,315.216,418.670,278.311,597.460,32.030,492.996,297.774,784.715,156.670,556.258,146.945
223.863,291.430,797.157,269.684,418.118,278.156,597.815,33.481,493.184,297.757,786.058,155.901,559.540,149.004
226.464,284.258,811.309,226.145,417.565,278.001,599.749,33.387,493.372,297.739,788.740,154.635,564.186,150.961
228.125,280.189,819.692,197.243,417.753,278.083,597.859,34.084,493.527,297.635,788.904,146.705,565.793,152.435
230.012,275.414,825.093,175.434,417.940,278.165,597.538,34.193,493.681,297.530,764.793,139.405,567.851,153.786
232.228,270.356,835.786,148.823,418.128,278.248,600.648,30.716,493.836,297.425,732.221,140.831,572.428,155.605
233.566,267.160,838.367,136.686,415.109,277.391,600.736,39.827,490.521,296.106,706.092,140.274,573.636,156.814
235.138,262.781,837.130,123.722,415.416,277.496,603.459,55.234,490.978,296.194,684.338,138.382,576.079,158.270
237.399,257.881,826.636,116.971,418.201,278.425,609.340,71.985,493.955,297.213,664.738,137.097,578.151,159.667
237.906,256.806,810.968,113.042,414.766,277.296,614.308,82.520,490.669,295.759,648.943,136.695,579.203,160.763
242.071,250.456,796.607,109.024,414.939,277.530,620.404,94.189,491.431,296.082,634.046,136.706,580.891,162.298
252.391,239.475,784.007,104.638,418.076,278.299,633.041,101.819,494.818,297.423,619.227,136.530,582.519,163.776
262.566,226.057,768.284,105.440,414.645,277.421,644.074,97.449,490.823,295.773,605.820,133.546,584.423,165.465
271.772,215.087,746.684,109.215,415.936,277.887,656.239,88.930,492.720,296.423,591.323,129.018,586.029,166.694
284.108,199.868,725.840,110.063,417.228,278.353,670.338,80.202,494.617,297.073,573.436,125.770,589.569,167.846
292.413,188.727,713.080,109.652,415.050,277.601,683.933,73.268,491.013,295.632,559.500,120.929,588.797,168.113
301.514,178.514,695.897,111.760,415.356,277.677,695.294,66.554,491.427,295.794,548.825,115.833,591.430,169.050
310.895,168.413,670.988,107.832,416.722,278.323,706.915,62.482,495.372,297.275,538.921,109.066,594.842,170.002
318.589,159.770,650.978,106.671,415.833,278.011,716.237,59.962,493.777,296.629,531.176,104.109,596.371,171.116
324.566,152.290,616.522,102.544,414.945,277.699,729.894,59.777,492.182,295.984,523.357,99.476,605.397,165.736
332.045,142.960,581.356,93.858,417.070,278.675,746.840,60.240,494.790,296.900,515.257,95.395,616.873,159.707
336.041,137.751,555.544,79.433,414.407,277.698,761.068,59.507,491.849,295.742,508.372,92.931,624.605,155.444
340.547,131.794,532.131,68.307,415.336,278.033,774.210,59.383,492.410,295.868,502.108,91.064,631.422,152.121
345.977,124.892,515.240,58.380,417.270,278.574,790.558,59.955,494.849,296.686,492.364,89.041,638.912,148.562
348.692,120.949,520.000,45.000,413.881,277.593,813.810,68.115,491.928,295.521,480.981,101.797,642.936,147.439
353.257,115.111,530.065,36.265,415.249,278.095,844.364,72.464,492.045,295.581,469.598,114.553,647.120,146.174
356.867,110.070,543.026,31.826,416.562,278.448,869.800,74.771,495.132,296.708,461.643,128.752,651.959,144.098
359.306,106.753,556.362,29.347,413.534,277.650,886.202,77.050,491.870,295.595,455.386,139.593,655.261,143.016
362.859,102.377,576.127,36.905,414.975,277.968,894.678,61.536,492.840,295.896,449.021,148.919,659.240,141.345
366.855,97.861,597.446,44.232,416.746,278.806,885.031,58.927,495.363,296.806,442.090,157.843,663.609,139.179
368.017,95.983,616.108,52.877,414.318,277.919,869.780,53.391,491.511,295.477,436.344,164.756,664.808,139.146
373.762,91.701,638.156,63.126,413.618,277.733,844.682,57.493,492.654,295.876,430.492,170.783,669.950,137.075
379.470,89.840,662.268,67.123,416.663,278.824,815.719,68.237,494.976,296.869,423.919,176.223,674.896,135.571
384.468,89.070,678.938,70.263,414.368,278.182,794.011,74.076,491.397,295.455,417.843,179.055,678.631,134.238
391.532,88.102,720.000,74.000,414.957,278.230,774.000,80.000,492.915,296.052,408.693,180.399,683.357,132.117
398.507,87.180,744.081,57.936,416.323,278.868,767.745,83.719,495.194,296.926,396.854,180.756,689.060,129.635
401.910,86.949,758.551,45.570,414.494,278.327,760.045,80.999,492.674,296.006,385.934,181.812,690.768,130.153
409.207,87.138,773.037,39.114,414.402,278.300,748.219,75.277,493.655,296.397,370.928,181.167,694.555,129.267
419.058,89.231,785.287,39.681,416.857,279.036,737.245,69.428,496.142,297.538,356.967,178.196,697.472,128.696
424.237,90.369,795.531,45.985,413.616,277.999,721.298,62.944,492.145,296.051,344.348,175.973,700.407,127.796
435.258,92.307,806.652,54.673,414.188,278.326,694.220,64.427,492.916,296.477,331.183,173.997,702.953,126.997
439.970,93.176,819.577,62.513,416.869,279.195,666.738,63.213,495.136,297.382,319.532,172.036,704.396,124.474
445.193,94.102,833.619,77.550,412.344,277.755,648.142,62.353,491.845,296.142,308.574,170.036,698.506,121.235
451.013,94.998,853.194,95.148,414.547,278.506,630.433,61.760,493.267,296.844,299.780,168.161,688.089,119.387
456.291,95.664,876.631,112.157,416.540,279.221,610.377,53.805,494.630,297.369,290.693,166.175,672.653,117.958
459.064,96.043,901.003,125.922,413.512,278.343,594.168,43.805,491.579,296.438,284.232,164.403,651.223,118.060
465.693,96.857,921.749,136.572,414.488,278.571,578.869,36.484,493.329,297.277,276.643,159.533,623.624,124.116
470.633,97.388,940.818,140.564,415.237,278.815,560.145,38.471,495.505,298.224,275.187,149.615,595.475,125.395
473.443,97.997,952.272,137.264,412.693,278.011,542.306,42.577,491.995,296.954,278.452,139.212,574.183,127.302
477.423,98.485,954.574,133.083,414.650,278.595,524.691,45.318,493.110,297.564,283.923,124.604,553.045,129.350
483.501,99.260,946.244,125.528,416.452,279.371,512.508,47.375,495.455,298.615,293.548,114.909,535.384,131.022
484.558,99.051,937.266,120.858,413.386,278.268,504.287,48.201,491.834,297.354,309.063,111.412,521.126,132.072
489.267,99.552,927.773,115.380,414.419,278.641,493.584,46.915,494.778,298.671,327.570,108.903,506.532,133.116
493.130,99.507,919.305,109.713,415.913,279.209,483.374,42.621,495.548,299.138,341.689,105.580,493.575,133.596
492.839,99.324,914.776,105.965,412.847,278.058,475.285,39.396,491.440,297.535,353.378,101.859,483.340,134.025
498.143,100.137,909.008,100.891,415.340,279.040,453.128,39.949,495.339,299.278,364.173,98.153,473.818,133.665
502.171,100.904,905.555,96.961,416.311,279.282,433.220,44.797,495.315,299.527,374.053,94.895,463.664,133.831
504.088,102.796,897.965,92.158,413.579,278.331,415.823,49.304,491.035,297.785,381.490,92.718,456.157,133.210
517.402,108.676,875.477,93.382,414.673,278.569,394.524,60.516,494.550,299.366,389.879,90.732,446.420,133.070
529.732,113.299,852.236,93.581,416.138,279.235,372.966,68.346,494.496,299.461,396.860,88.565,439.299,132.958
536.895,116.543,830.408,98.144,413.295,277.959,356.321,72.915,491.579,298.396,404.779,84.865,434.298,132.656
547.468,121.199,803.319,102.579,415.242,278.732,339.854,77.693,494.097,299.581,411.658,80.466,427.404,133.021
555.608,124.837,774.014,110.551,416.869,279.249,327.025,80.950,495.012,300.132,419.218,75.811,420.399,133.116
560.415,127.551,745.747,113.736,413.042,277.716,314.309,82.712,492.126,298.971,425.514,72.203,415.717,132.410
567.905,130.575,719.159,112.886,416.217,278.860,303.917,83.297,494.205,300.054,433.099,67.499,410.849,131.920
573.897,133.188,695.595,108.706,417.006,279.019,293.981,80.764,493.828,299.889,439.159,63.380,406.165,131.529
578.441,135.263,667.903,101.087,412.744,277.133,288.740,76.049,490.870,298.685,445.964,60.493,402.696,131.142
588.294,149.495,634.172,88.247,417.121,278.836,285.250,68.806,493.482,299.998,455.855,59.345,398.756,131.134
600.274,170.640,608.892,74.440,416.959,278.598,283.554,62.849,494.570,300.645,464.745,58.764,394.963,131.162
612.374,182.087,585.712,67.482,413.403,277.191,282.886,64.411,490.781,299.041,473.403,58.634,392.429,131.119
626.303,189.386,546.000,63.000,415.802,277.951,281.849,62.780,493.698,300.410,478.902,57.322,389.226,131.492
638.055,193.134,507.620,73.327,417.626,278.566,280.982,63.007,494.178,300.771,484.401,56.009,385.382,131.832
645.202,195.032,489.415,87.641,414.187,277.104,280.364,64.787,491.033,299.259,484.792,55.654,382.985,132.120
655.482,197.364,468.256,100.250,415.804,277.730,279.499,62.815,493.891,300.781,487.620,55.244,378.417,132.756
662.894,198.988,454.567,105.709,416.239,277.818,279.515,60.974,494.063,300.769,488.245,55.373,374.021,133.414
667.603,200.047,444.671,109.087,413.931,276.719,276.348,63.017,490.256,298.996,488.778,54.896,372.465,133.438
675.743,201.863,434.657,112.376,415.390,277.255,273.269,62.846,493.785,300.708,490.198,54.348,370.256,133.278
681.160,202.930,427.693,114.513,415.971,277.385,267.713,61.086,493.743,300.662,491.715,53.523,366.498,133.783
684.620,203.491,421.913,116.199,413.652,276.235,258.498,72.539,490.475,299.084,492.616,52.634,365.594,133.976
692.356,204.576,417.757,117.069,415.045,276.872,250.892,91.470,492.770,300.281,497.364,51.486,354.313,138.490
705.550,202.936,413.600,117.939,415.979,277.184,242.941,108.634,493.928,300.771,503.792,51.591,343.032,143.003
709.405,201.578,409.444,118.809,413.167,275.957,234.715,121.894,490.183,298.896,512.779,50.817,331.750,147.517
717.805,199.166,404.905,118.681,415.650,276.859,224.691,135.423,493.921,300.604,520.411,48.774,318.969,150.189
723.914,197.127,400.298,118.375,415.931,276.900,216.809,145.225,494.281,300.690,528.867,47.086,308.737,151.902
727.882,195.521,397.206,117.696,413.832,275.828,210.539,152.938,490.697,298.942,532.384,45.523,300.096,153.310
735.083,193.098,392.999,117.183,415.283,276.434,203.745,162.403,494.116,300.629,540.685,43.422,291.166,154.986
740.647,191.217,390.434,116.530,415.481,276.449,197.972,171.075,493.807,300.318,545.882,41.703,282.160,157.688
744.056,189.806,387.938,116.094,413.371,275.461,187.803,178.085,490.724,298.843,552.431,43.307,276.606,163.305
748.447,188.042,384.225,115.901,416.908,276.819,175.284,171.908,494.525,300.518,563.485,47.337,270.592,173.339
753.448,186.403,381.613,115.833,415.447,276.240,167.258,159.044,494.519,300.486,572.951,50.015,266.177,182.152
755.602,185.296,380.415,115.427,413.270,275.219,162.301,147.650,491.422,298.996,581.024,53.450,262.301,190.602
760.735,183.606,376.495,115.661,415.620,276.100,156.614,135.215,494.490,300.398,589.871,57.989,258.511,199.519
764.350,182.595,373.626,115.758,414.610,275.590,151.914,124.776,494.351,300.348,599.686,62.790,256.495,205.238
766.017,182.016,372.857,115.501,412.476,274.326,148.881,117.063,490.439,298.325,607.377,66.108,254.361,211.695
771.223,180.987,370.204,115.914,414.164,275.098,146.133,107.474,494.274,300.335,615.327,69.693,252.554,219.187
775.361,179.791,368.686,116.025,413.883,275.049,143.639,100.008,495.048,300.673,621.440,72.910,254.951,225.329
781.636,176.187,367.248,116.059,412.801,274.305,141.680,95.355,490.610,298.459,625.796,75.414,262.071,229.979
789.644,171.402,365.463,116.251,413.182,274.434,138.953,89.003,494.866,300.636,632.358,78.769,271.259,232.995
796.149,168.003,363.592,116.444,413.422,274.503,136.402,83.360,494.110,300.236,636.095,80.657,279.304,234.508
801.082,165.618,362.299,116.537,411.404,273.418,134.558,80.315,491.477,298.940,638.633,81.781,284.894,235.710
807.673,162.355,359.562,116.950,414.415,274.738,132.066,75.745,494.279,300.480,642.965,83.786,292.230,237.377
811.786,160.803,359.337,116.790,413.142,274.180,130.991,74.317,494.504,300.633,646.100,84.986,298.680,238.612
815.577,159.211,358.742,116.501,412.824,273.838,130.050,74.062,491.407,299.110,647.339,85.567,304.250,239.190
821.442,156.500,356.268,117.043,413.865,274.422,128.374,70.900,495.078,301.043,652.194,87.174,312.508,240.427
824.805,155.210,356.149,116.998,412.928,273.850,127.075,68.483,493.288,300.151,654.789,88.004,318.652,241.730
828.350,153.763,355.832,116.749,411.279,272.936,126.314,67.424,490.993,299.069,656.410,88.600,324.920,243.171
832.639,151.612,353.579,117.096,413.297,273.854,126.012,65.143,494.871,301.227,659.309,89.331,329.494,244.226
835.503,150.542,352.435,117.152,412.952,273.694,126.095,63.272,494.616,301.203,661.487,89.965,333.711,245.884
837.050,150.159,352.551,117.051,412.606,273.534,126.389,61.881,491.264,299.451,663.094,90.432,337.927,247.542
841.074,148.150,350.532,117.435,416.985,278.872,127.240,58.774,495.138,301.716,665.942,91.270,341.476,251.067
843.560,146.972,350.573,117.287,417.591,280.426,127.493,57.838,494.917,301.561,667.992,91.708,343.714,254.076
845.146,146.211,350.402,117.185,418.526,282.041,129.407,58.398,492.247,300.174,668.579,91.948,346.253,257.112
849.032,144.022,349.019,117.466,420.764,285.519,142.270,68.569,495.401,301.921,672.064,93.265,349.994,260.403
850.424,143.584,348.497,117.443,420.422,285.258,164.355,85.946,495.578,302.042,673.482,94.252,351.925,262.433
851.680,143.124,348.237,117.431,419.435,284.210,185.088,98.869,492.976,300.664,674.697,95.140,354.029,264.401
854.391,141.584,346.595,117.823,420.741,286.752,204.642,112.852,496.385,302.505,677.966,97.176,357.524,266.706
857.614,138.922,346.474,117.772,419.768,285.670,227.352,118.668,495.369,301.923,678.686,97.437,359.105,267.930
856.438,135.986,346.876,117.652,419.734,285.686,243.090,109.227,492.579,300.239,680.072,98.253,360.227,268.860
845.285,131.226,345.392,118.189,420.401,287.186,257.621,96.208,496.919,302.470,681.934,99.403,363.190,270.581
834.535,130.128,344.795,118.349,419.964,286.684,272.650,88.949,495.850,301.858,683.937,100.555,364.915,271.717
823.289,128.562,345.299,118.346,419.455,286.240,293.309,83.877,493.438,300.528,683.836,100.425,366.397,272.225
810.313,126.882,343.604,119.067,419.870,286.946,314.687,79.761,497.358,302.524,686.953,102.368,370.693,272.296
803.479,125.988,344.135,119.101,420.358,289.283,334.332,77.615,496.836,302.191,687.276,102.310,374.068,272.241
795.900,123.177,344.262,118.941,420.845,291.620,351.563,74.412,494.465,300.825,688.098,102.671,377.443,272.186
788.098,116.440,341.018,119.458,421.332,293.957,369.886,71.051,497.990,302.759,690.800,104.305,380.818,272.130
782.757,110.023,341.988,118.999,421.451,299.500,384.272,68.491,496.401,301.879,690.994,104.321,383.216,269.289
778.381,104.391,342.363,118.444,422.232,305.874,396.395,65.475,494.194,300.669,691.079,104.160,386.243,260.360
772.709,96.883,339.533,118.901,423.445,313.540,407.785,61.385,497.542,302.160,693.071,105.266,390.456,247.467
770.049,92.971,340.075,118.557,423.738,316.979,416.278,56.404,496.836,301.863,693.437,105.203,395.407,234.702
767.886,89.874,340.962,118.026,424.000,320.567,420.608,51.287,494.994,301.241,693.595,105.078,397.780,220.350
763.303,83.033,338.792,118.409,423.510,321.602,424.056,48.141,497.167,302.015,696.147,106.658,401.434,204.690
760.006,78.863,339.836,117.928,423.238,321.810,425.952,47.651,495.235,301.294,695.276,105.660,406.973,190.751
754.458,73.574,339.308,117.835,423.660,322.464,427.003,48.570,494.143,300.942,695.640,105.825,412.331,178.731
746.968,65.655,337.280,118.505,425.746,326.141,429.766,47.554,497.703,302.464,697.260,106.534,417.191,167.443
740.515,59.129,328.652,124.303,427.040,329.854,430.726,47.890,495.840,301.601,697.120,106.286,421.432,158.249
733.238,53.494,316.341,130.666,428.169,333.325,434.206,46.912,494.214,301.114,696.984,105.751,425.403,150.353
724.532,47.427,303.770,134.338,429.353,337.005,435.377,40.942,497.705,302.469,698.809,106.593,429.617,141.902
719.249,43.512,293.654,136.347,430.706,340.293,426.737,45.167,495.191,301.559,698.051,105.732,432.935,135.367
